% Sierra SPYHIS Output Mon Dec 23 11:57:07 2024
        TIME, displx_rigidSkull, disply_rigidSkull, displz_rigidSkull, velx_rigidSkull, vely_rigidSkull, velz_rigidSkull, ax_rigidSkull, ay_rigidSkull, az_rigidSkull, rotdx_rigidSkull, rotdy_rigidSkull, rotdz_rigidSkull, rotvx_rigidSkull, rotvy_rigidSkull, rotvz_rigidSkull, rotax_rigidSkull, rotay_rigidSkull, rotaz_rigidSkull
        TIME, displx_rigidSkull, disply_rigidSkull, displz_rigidSkull, velx_rigidSkull, vely_rigidSkull, velz_rigidSkull, ax_rigidSkull, ay_rigidSkull, az_rigidSkull, rotdx_rigidSkull, rotdy_rigidSkull, rotdz_rigidSkull, rotvx_rigidSkull, rotvy_rigidSkull, rotvz_rigidSkull, rotax_rigidSkull, rotay_rigidSkull, rotaz_rigidSkull
 1.47512e-02,  2.52248e-16, -3.62015e-16,  2.34710e-16,  2.86092e-12,  4.12112e-12,  8.16927e-13, -1.21984e-08,  4.49525e-08, -1.11809e-07, -2.20250e-17, -4.32980e-18,  4.24333e-01,  6.84742e-15, -1.49726e-14,  4.00000e+01,  2.62839e-09,  2.80380e-09,  0.00000e+00
 1.50000e-02,  3.56156e-16, -1.54901e-16,  2.31103e-16,  9.93786e-13,  3.61682e-12, -4.60172e-12, -1.21695e-07, -2.16608e-07, -4.95012e-08, -2.17127e-17, -5.25374e-18,  4.34287e-01,  7.91425e-15,  2.14607e-15,  4.00000e+01,  2.01512e-11, -2.87450e-09,  0.00000e+00
 1.52509e-02,  3.52690e-16, -2.02317e-16,  1.22884e-16, -6.07483e-13, -2.13318e-12, -4.16298e-12,  6.49565e-08, -1.45460e-07,  1.01118e-07, -2.12132e-17, -5.52243e-18,  4.44321e-01, -9.84674e-15,  2.74363e-15,  4.00000e+01,  3.72691e-09,  3.72248e-09,  0.00000e+00
 1.55003e-02,  3.72240e-16, -3.24236e-16,  1.02148e-16, -2.26339e-12, -3.41179e-12, -2.09460e-12, -1.06990e-07,  4.86675e-08,  1.46792e-07, -2.04652e-17, -5.51829e-18,  4.54298e-01,  1.15205e-15,  2.12247e-14,  4.00000e+01, -4.28543e-11, -3.78297e-10,  0.00000e+00
 1.57501e-02,  3.32804e-16, -3.51573e-16,  1.04411e-16, -3.04533e-12, -4.53557e-13,  2.96632e-12, -5.03146e-08,  7.46679e-08,  8.41899e-08, -2.04432e-17, -6.44907e-18,  4.64289e-01,  6.59409e-15, -4.10977e-15,  4.00000e+01, -1.07912e-09, -2.46803e-09,  0.00000e+00
 1.60002e-02,  2.95818e-16, -3.11576e-16,  2.20079e-16, -3.23799e-12,  2.30986e-12,  5.83035e-12,  1.82045e-07,  1.41133e-07, -8.74172e-08, -2.04802e-17, -7.69260e-18,  4.74294e-01,  3.93881e-14, -3.96801e-16,  4.00000e+01, -3.28283e-09,  3.01402e-10,  0.00000e+00
 1.62507e-02,  3.15332e-16, -1.65794e-16,  3.63679e-16,  1.46337e-12,  2.58931e-12,  2.24304e-12,  1.56626e-07, -1.33753e-07, -9.73327e-08, -1.99006e-17, -8.30365e-18,  4.84313e-01, -1.91660e-14, -8.26050e-15,  4.00000e+01, -2.83083e-10, -1.82937e-09,  0.00000e+00
 1.65015e-02,  4.27864e-16, -1.27600e-16,  4.05964e-16, -2.83286e-13, -5.35448e-13, -9.35226e-13, -1.72165e-07,  5.59370e-08, -3.37911e-08, -1.90011e-17, -9.23268e-18,  4.94347e-01,  3.54460e-15, -1.41215e-14,  4.00000e+01,  1.63564e-09, -2.41744e-09,  0.00000e+00
 1.67511e-02,  4.18195e-16, -1.62809e-16,  3.40282e-16, -8.36639e-13, -3.77109e-12, -2.34982e-12, -1.91722e-07,  3.51336e-08, -1.38220e-07, -1.87640e-17, -9.35251e-18,  5.04329e-01, -7.59239e-16,  2.11112e-14,  4.00000e+01,  2.39197e-10, -3.44599e-09,  0.00000e+00
 1.70010e-02,  4.10052e-16, -3.35880e-16,  1.38622e-16,  8.70930e-14, -2.42939e-12, -6.11325e-12, -6.78986e-08,  7.06755e-08,  6.66021e-08, -1.87195e-17, -1.02858e-17,  5.14327e-01, -2.11898e-15,  3.52559e-15,  4.00000e+01, -1.59161e-09,  2.93283e-09,  0.00000e+00
